20,5,0.41394018546129363
20,10,0.7918730237009565
30,5,0.6513679920110264
30,10,0.7854226249359642
30,15,0.7918730237009565
40,5,0.5817002055819669
40,10,0.41394018546129363
40,15,0.7028453159257546
40,20,0.7918730237009565
50,5,0.6037362542931829
50,10,0.6573249757316395
50,15,0.45801202838139776
50,20,0.8323909408847183
50,25,0.7918730237009565
60,5,0.5783515015410742
60,10,0.6513679920110264
60,15,0.4139401854612938
60,20,0.7854226249359642
60,25,0.8668671847090808
60,30,0.7918730237009565
70,5,0.3529225153829353
70,10,0.5910339676573225
70,15,0.5801363783103332
70,20,0.7271860951332513
70,25,0.7028225151855432
70,30,0.8904224198199776
70,35,0.7918730237009565
80,5,0.46776720101506725
80,10,0.5817002055819669
80,15,0.4064645122207098
80,20,0.41394018546129363
80,25,0.7669841185673871
80,30,0.7028453159257546
80,35,0.7943966060273564
80,40,0.7918730237009565
90,5,0.5732827762104136
90,10,0.40099555498955736
90,15,0.6513679920110264
90,20,0.4386416609863386
90,25,0.4854607493584499
90,30,0.785422624935964
90,35,0.806510337385578
90,40,0.7554300376842246
90,45,0.7918730237009566
100,5,0.6197237330979334
100,10,0.6037362542931829
100,15,0.4382006206798075
100,20,0.6573249757316395
100,25,0.4139401854612938
100,30,0.45801202838139776
100,35,0.7791468628179706
100,40,0.8323909408847183
100,45,0.8820712227968883
100,50,0.7918730237009565
